screen_name,followers_count,friends_count,statuses_count,created_at,lang
Lopez733,3,848,9,2011-05-26T14:24:19Z,es
AWajer,3,1482,73,2012-12-30T01:20:28Z,en
silvia_dian,9,308,9,2009-08-24T07:46:51Z,en
84Thomas,2,809,64,2010-02-07T12:29:14Z,en
MeanLillThing,10,629,3,2009-08-27T17:33:07Z,nl
killy_kristyna,1,161,3,2015-07-12T15:45:51Z,cs
febrihutama,109,282,185,2010-10-05T05:15:00Z,en
aanderson21,6,724,4,2009-06-07T19:44:57Z,en
leungadrian10,0,296,1,2016-02-27T22:36:28Z,en
skaterGTX,6,1595,13,2011-06-22T15:35:05Z,en
gtdale2,7,1455,39,2013-05-14T00:11:33Z,en
sarahjoya,1,157,6,2012-01-17T15:14:35Z,en
SrMrRiveraSr,5,1743,79,2011-01-14T00:06:09Z,en
santoshkumar203,0,426,15,2011-07-02T05:32:53Z,en
sidneymousseau9,10,601,13,2014-04-30T20:02:26Z,en
anamariacinta,2,281,3,2011-06-13T12:24:31Z,es
mustafa_942011,1,231,16,2011-10-09T23:44:00Z,en
PauloFr34371896,2,397,5,2015-10-06T20:10:14Z,en
nancseni,6,363,3,2013-05-18T15:49:45Z,en
dani3259,6,1389,11,2011-07-22T00:26:46Z,es
odomsue,2,422,43,2011-06-26T19:10:51Z,en
erin_mcmenamin,2,286,1,2012-12-07T15:34:13Z,en
tiagovaler,8,273,7,2012-01-29T05:18:27Z,pt
yennntrann,0,195,9,2011-01-10T05:25:52Z,en
NgattiJ,8,363,1,2011-06-20T09:18:21Z,en
mrcriss,3,950,21,2009-02-02T14:56:05Z,en
hannahlouiseyat,1,597,5,2013-04-13T11:26:28Z,en
shockdrive,3,1566,60,2012-01-06T19:51:04Z,en
InnesAndrea,54,391,120,2013-01-28T20:17:43Z,en
jack1404,1,201,7,2010-03-21T18:46:37Z,en
krsht,6,1482,44,2012-02-06T16:49:20Z,es
Ferrazfelix,0,178,6,2014-09-04T23:18:15Z,pt
rosas_susanna,0,280,2,2014-07-04T02:32:04Z,en
MichealDoe,2,198,8,2012-06-13T17:02:48Z,en
boydruiz24,0,342,9,2011-09-29T03:06:14Z,en
hokusetsu_ouji,4,1118,12,2010-02-11T04:15:08Z,ja
GreenGlower,0,257,14,2011-01-26T13:31:31Z,en
xmami08x,3,388,24,2010-05-30T16:32:33Z,en
Emostar1232,2,678,4,2010-01-31T16:24:56Z,en
akbarrak,4,631,8,2011-01-11T10:18:35Z,en
terenaam2010,3,94,6,2010-09-25T07:52:29Z,en
Sgugnizer,0,196,9,2011-12-13T05:14:34Z,en
CJaworskyj,0,313,3,2012-04-18T20:45:29Z,en
arararara51,0,161,7,2015-03-17T01:38:32Z,es
nelpasminas,0,140,13,2013-04-12T13:19:03Z,en
okokawa,0,203,13,2011-08-14T18:47:20Z,ja
MagyNino,1,163,10,2014-07-25T00:33:55Z,es
peetz_dylan,1,458,2,2013-03-03T05:44:54Z,en
AlfredL85,1,322,6,2011-07-18T15:45:33Z,en
Moffyz,0,430,4,2011-02-03T14:14:31Z,en
maribetherson,8,235,5,2009-06-13T02:50:55Z,en
oldrustywrench,0,329,1,2014-04-05T22:52:03Z,en
misheubritney,8,584,355,2009-12-02T22:32:20Z,en
TravausS,2,136,2,2011-07-12T17:34:21Z,en
AbuDawid,0,203,1,2014-07-31T21:42:35Z,pl
TanyaMeyer8,32,740,61,2012-07-20T12:14:30Z,en
ThoughtsUnplugd,1,170,6,2013-05-22T22:02:21Z,en
ZenonBuckley,51,426,50,2009-10-29T22:25:55Z,en
ThalykVanlly,4,1337,26,2011-06-23T22:35:27Z,pt
ballernation50,6,193,14,2009-09-12T20:02:37Z,en
safetkulovac,0,42,1,2011-11-27T13:15:51Z,en
Robert_x_D,2,293,4,2010-11-28T02:04:21Z,en
kim_bieber_08,2,199,1,2010-11-13T01:48:33Z,en
silvinha93,4,690,19,2010-06-25T17:01:07Z,en
Strikedogg,1,243,9,2013-01-21T00:20:03Z,en
deborahhester1,1,107,1,2011-12-29T00:21:43Z,en
bogifificitroma,1,81,1,2011-03-21T12:59:59Z,en
tank78331,1,305,1,2014-03-11T19:32:34Z,ru
flavakid00,0,614,2,2011-12-20T16:46:21Z,en
adamblair7,24,59,264,2012-10-25T23:01:06Z,en
Knifefishsc,0,279,10,2011-12-06T18:52:21Z,en
TheDiizKaew,1,44,1,2011-07-25T18:21:46Z,en
paulojra1967,1,292,5,2010-09-10T22:47:30Z,en
Morrisja62,1,141,8,2010-12-27T04:28:56Z,en
o0CheshireCat0o,0,171,8,2015-02-25T13:00:54Z,de
weimerspisak,5,1056,8,2011-06-16T19:24:12Z,fr
krlaasc,12,1740,83,2010-10-03T02:05:48Z,en
ShundiaB,8,1748,26,2010-11-25T19:04:01Z,en
kashif4614399,1,180,10,2011-12-03T12:15:36Z,en
NoyaItshaki,8,207,16,2011-01-31T15:35:01Z,en
Anastaishia,0,183,12,2009-12-12T22:24:40Z,en
531983,5,1726,10,2010-03-23T15:09:20Z,ja
